KEY,ID_menage,riz_irrig_hiv2,crops_cult2,season_cult2,Area_cult2,QuantityProduced_cult2,Yield (T/ha),Department,Counties,Village,gpslat,gpslon
uuid:7e91ba6e-354c-4399-9e5a-4420e31760e6,7.59E+39,1,Irrigated rice winter,1,1.5,2500,1.666666667,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.77058333,-13.468415
uuid:10cdaffa-c1b8-4676-964e-920ba980799d,1.03E+39,1,Irrigated rice winter,1,1,1750,1.75,MATAM,NABADJI-CIVOL,H2 GOUREL DEMBA RACINE,15.84026167,-13.30673167
uuid:a0f2bdc6-e92b-46f6-8a12-0ec2111cfdfb,1.06E+39,1,Irrigated rice winter,1,0.5,2000,4,MATAM,DABIA,KOBILO DIADIABE,15.92836667,-13.52510667
uuid:107e9338-3e71-4df5-86b1-93f2c8e57863,1.08E+39,1,Irrigated rice winter,1,0.5,200,0.4,GOUDOMP,SIMBADI BALANTE,H1 KRISSIM,12.53567833,-15.74796667
uuid:a08e6985-5c70-42cb-8481-4153affd9a6a,1.09E+39,1,Irrigated rice winter,1,1,5000,5,PODOR,DODEL,THIENEL SAKHOBES,16.598615,-14.92432167
uuid:1a64dcf7-879b-4895-9972-6726c0f4dd94,1.16E+39,1,Irrigated rice winter,1,0.5,2000,4,MATAM,DABIA,SARE LIOU,15.92093333,-13.53208167
uuid:ab2b181d-b282-43dc-8e93-1407a0fe3abf,1.22E+39,1,Irrigated rice winter,1,0.33,540,1.636363636,PODOR,BOKE DIALLOUBE,GADIOBE,16.11690833,-13.96315333
uuid:abc8b19f-746c-4372-a3ba-76e8697932df,1.24E+39,1,Irrigated rice winter,1,0.3,650,2.166666667,DAGANA,MBANE,Keur Mbay Nar,16.47597167,-15.59648
uuid:01bd688c-66fb-49cf-937c-2fedb039b0c6,1.25E+38,1,Irrigated rice winter,1,0.2,1600,8,DAGANA,MBANE,Toucouleur Diery,16.46825667,-15.63379333
uuid:a2e4482c-b4ce-46c8-b43f-d2f7c5779c48,1.25E+39,1,Irrigated rice winter,1,0.2,100,0.5,ZIGUINCHOR,NIAGUIS,DJIFANGHOR,12.57109667,-16.211655
uuid:1be8faf5-1339-427c-bd54-bd72b3ea83eb,1.26E+39,1,Irrigated rice winter,1,0.33,960,2.909090909,PODOR,DOUNGA-LAO,H6 PETEL AWQUALY,16.32096,-14.32139333
uuid:1b94f9f0-9714-4d4d-a09d-214d93e8d6d2,1.29E+39,1,Irrigated rice winter,1,0.5,2500,5,PODOR,FANAYE,FANAYE DIERY,16.52167,-15.18944
uuid:aca1726c-18dd-4824-afb0-e5c18f57181b,1.31E+39,1,Irrigated rice winter,1,0.5,1250,2.5,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.36447,-14.996885
uuid:0a356269-baae-416c-920e-0655ab442400,1.36E+38,1,Irrigated rice winter,1,0.2,1300,6.5,DAGANA,MBANE,Toucouleur Diery,16.46835833,-15.63378167
uuid:1fb7db00-aa45-4de0-af23-b3ffc7d4c756,1.63E+39,1,Irrigated rice winter,1,0.3,800,2.666666667,DAGANA,MBANE,Keur Mbaye Wolof,16.47856333,-15.60285667
uuid:166405f8-1e7d-4c0e-aa9f-cd1887d12654,1.66E+39,1,Irrigated rice winter,1,0.4,1620,4.05,PODOR,DOUNGA-LAO,H6 PETEL AWQUALY,16.32227,-14.32367833
uuid:a7befff6-c201-4144-9214-466d9ca6d441,1.73E+39,1,Irrigated rice winter,1,0.32,1400,4.375,PODOR,FANAYE,WENDOU OLDOU,16.51975833,-15.188445
uuid:17988c2c-2831-4f02-9444-3f23d10d122c,1.80E+39,1,Irrigated rice winter,1,0.5,3000,6,MATAM,DABIA,KOBILO DIADIABE,15.92785667,-13.52479
uuid:19101c6c-301b-43cd-a350-dfee69dfbe9d,1.91E+39,1,Irrigated rice winter,1,0.5,2500,5,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.36436667,-14.99689333
uuid:a97afef2-6093-4a68-823a-69cac653d360,1.97E+39,1,Irrigated rice winter,1,0.4,150,0.375,BIGNONA,COUBALAN,KOUBANAO,12.67096167,-16.09206833
uuid:198678e6-fc9e-44af-b763-40f01b59d812,1.99E+39,1,Irrigated rice winter,1,1,1200,1.2,MATAM,NABADJI-CIVOL,H2 GOUREL DEMBA RACINE,15.84027667,-13.30685833
uuid:020619f4-595f-4b77-b1e8-898b4676315f,2.06E+38,1,Irrigated rice winter,1,0.54,1400,2.592592593,PODOR,DOUNGA-LAO,H6 PETEL AWQUALY,16.32054167,-14.32229833
uuid:b1fa9223-d44d-465c-a7d7-222f4a5e8ad7,2.16E+39,1,Irrigated rice winter,1,0.5,1500,3,MATAM,DABIA,SARE LIOU,15.92489333,-13.52424
uuid:2af2a155-2ab5-433d-9ede-9f673ef56000,2.16E+39,1,Irrigated rice winter,1,0.5,1800,3.6,MATAM,DABIA,SARE LIOU,15.91990833,-13.52854167
uuid:b3cc733a-264d-4367-b656-a6e8e75f95bd,2.33E+39,1,Irrigated rice winter,1,0.6,2250,3.75,PODOR,BOKE DIALLOUBE,GADIOBE,16.11625833,-13.96372667
uuid:235ddffa-251e-4124-be57-af00429b0474,2.35E+39,1,Irrigated rice winter,1,2,8100,4.05,PODOR,DOUNGA-LAO,H6 PETEL AWQUALY,16.332305,-14.31076167
uuid:239c4fdb-37a4-4db9-852d-ce63e839a175,2.39E+39,1,Irrigated rice winter,1,0.7,3000,4.285714286,MATAM,DABIA,H1 PARIS LIOU,15.925935,-13.52517667
uuid:b47968e3-ebb5-4ba2-b2be-bc59a260472e,2.48E+39,1,Irrigated rice winter,1,0.3,2000,6.666666667,DAGANA,MBANE,Keur Mbay Nar,16.47786667,-15.59637333
uuid:be0711ce-e57d-4241-a404-e4f481b9449f,2.51E+39,1,Irrigated rice winter,1,0.5,2500,5,MATAM,DABIA,KOBILO DIADIABE,15.92638,-13.52534333
uuid:257cee68-3ec7-4862-8bd5-6ff7df04e68a,2.57E+39,1,Irrigated rice winter,1,0.3,200,0.6666666667,OUSSOUYE,DJEMBERING,DIEMBERING,12.46909167,-16.77791833
uuid:bf63d5d8-39b8-4b99-b776-5f28113df821,2.66E+39,1,Irrigated rice winter,1,1.5,500,0.3333333333,VELINGARA,PAROUMBA,BODORA,12.74031,-13.78400833
uuid:b7992d07-cb33-45b7-ab2a-50ac65aceff6,2.80E+39,1,Irrigated rice winter,1,1.2,2000,1.666666667,MATAM,DABIA,KOBILO DIADIABE,15.92684167,-13.52524833
uuid:c08acd9a-973e-4188-9d61-d73a6c3b6933,3.08E+39,1,Irrigated rice winter,1,0.2,180,0.9,OUSSOUYE,DJEMBERING,DIEMBERING,12.46987833,-16.77814333
uuid:311368d7-c649-4372-ac67-4621481e4027,3.11E+39,1,Irrigated rice winter,1,0.5,2000,4,MATAM,DABIA,SARE LIOU,15.92418833,-13.52751333
uuid:314796bc-ac5d-42d7-80d1-1078ebdfccba,3.15E+39,1,Irrigated rice winter,1,0.25,2000,8,DAGANA,MBANE,Toucouleur Diery,16.46838167,-15.63384
uuid:cd832f71-a928-4d12-9ddf-412cced352b5,3.48E+39,1,Irrigated rice winter,1,0.5,3000,6,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.364595,-14.99699
uuid:0380d9a0-1e0a-4ff7-9834-8c2a26412063,3.80E+38,1,Irrigated rice winter,1,0.7,3000,4.285714286,MATAM,DABIA,SARE LIOU,15.92091167,-13.52668333
uuid:3836d7b1-c426-497a-a91e-7ed719cea6eb,3.84E+39,1,Irrigated rice winter,1,1,2500,2.5,PODOR,DOUNGA-LAO,AWQUALY (THIEWEL),16.24949333,-14.31594667
uuid:383ff19b-d6b8-4109-b665-a6f262944c11,3.84E+39,1,Irrigated rice winter,1,0.5,2000,4,MATAM,DABIA,KOBILO DIADIABE,15.927015,-13.52628667
uuid:c91e20af-5e35-4274-bdc8-1a70aec546e8,3.92E+39,1,Irrigated rice winter,1,0.82,4860,5.926829268,PODOR,DOUNGA-LAO,AWQUALY (THIEWEL),16.24968,-14.31618833
uuid:39f00ca9-480e-4cad-9b12-5882bcd82157,3.96E+39,1,Irrigated rice winter,1,0.3,2500,8.333333333,DAGANA,MBANE,Toucouleur Diery,16.46844167,-15.63372833
uuid:d11cad3b-6647-45ef-9ab7-3985224487f5,4.11E+39,1,Irrigated rice winter,1,0.15,1200,8,DAGANA,MBANE,Toucouleur Diery,16.46832333,-15.63371333
uuid:da61a712-ea22-4bdb-ad75-4d6132bd6d71,4.16E+39,1,Irrigated rice winter,1,0.3,150,0.5,OUSSOUYE,DJEMBERING,DIEMBERING,,
uuid:420df1ae-1113-41fc-b4b6-e7efd26847d7,4.20E+39,1,Irrigated rice winter,1,0.5,1500,3,MATAM,DABIA,KOBILO DIADIABE,15.92791167,-13.526005
uuid:d214d59a-2bec-4285-8920-78995c13a739,4.21E+39,1,Irrigated rice winter,1,0.1,600,6,DAGANA,MBANE,Toucouleur Diery,16.4683,-15.6338
uuid:042fdf6f-996a-4a5c-9b10-aab2b2378088,4.26E+38,1,Irrigated rice winter,1,0.5,1500,3,MATAM,DABIA,H1 PARIS LIOU,15.92064333,-13.52187667
uuid:ddd9c19d-bc47-49c3-8034-971cd5edc931,4.45E+39,1,Irrigated rice winter,1,0.5,1500,3,MATAM,DABIA,KOBILO DIADIABE,15.919955,-13.52564833
uuid:deab29f7-81f8-4fcc-9440-f68eaf8e5012,4.51E+39,1,Irrigated rice winter,1,0.5,2550,5.1,MATAM,DABIA,H1 PARIS LIOU,15.92540333,-13.52440833
uuid:46f2b069-5c12-4fd0-aebd-f8dcddfb5669,4.66E+39,1,Irrigated rice winter,1,0.5,1080,2.16,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.364325,-14.996975
uuid:d7763e85-1a7c-4694-b23b-63d097dc6006,4.78E+39,1,Irrigated rice winter,1,0.5,2000,4,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.36465667,-14.99682167
uuid:e20dbb0c-76dd-49b5-8a76-69f3a0e4bdfd,5.20E+39,1,Irrigated rice winter,1,0.4,160,0.4,ZIGUINCHOR,ENAMPORE,KAMOUBEUL,12.50361,-16.43327833
uuid:0ebcf100-38ea-48f0-bee0-ab5b1360125a,5.24E+38,1,Irrigated rice winter,1,0.79,3000,3.797468354,PODOR,DODEL,THIENEL SAKHOBES,16.59985,-14.92302
uuid:5c1b34a3-2937-403b-985f-5fbb3b6f7513,5.31E+39,1,Irrigated rice winter,1,1,3000,3,MATAM,NABADJI-CIVOL,H1 BASSOUDJ,15.79304,-13.28862
uuid:5cae92e4-195c-4b5d-817e-e5faf3198157,5.32E+39,1,Irrigated rice winter,1,0.7,2500,3.571428571,MATAM,DABIA,KOBILO DIADIABE,15.92845333,-13.526675
uuid:53710736-af58-4376-af97-70cafadd1711,5.37E+39,1,Irrigated rice winter,1,0.75,4500,6,PODOR,DODEL,THIENEL SAKHOBES,16.59876167,-14.924195
uuid:55c76dd7-172c-4cc3-8660-6a928ccd570f,5.54E+39,1,Irrigated rice winter,1,0.1,400,4,PODOR,BOKE DIALLOUBE,WALLAH,16.519625,-14.834455
uuid:e6931333-3118-4756-990d-ad6bb669c9ea,5.69E+39,1,Irrigated rice winter,1,0.5,2500,5,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.36459,-14.99673167
uuid:60a8f5b3-f0d2-4720-9b86-52aa669d7b39,6.02E+39,1,Irrigated rice winter,1,0.7,3000,4.285714286,MATAM,DABIA,SARE LIOU,15.920585,-13.52837833
uuid:f1e38397-e624-41fc-a04a-f828387714ee,6.15E+39,1,Irrigated rice winter,1,0.5,3456,6.912,PODOR,FANAYE,DIMAR DIERY,16.51458,-15.12966667
uuid:fd57bfb8-953d-4494-acfb-79170b9de79a,6.46E+39,1,Irrigated rice winter,1,0.5,2500,5,MATAM,DABIA,SARE LIOU,15.92344333,-13.52691333
uuid:fd9d3aff-1a06-4c49-8101-de84eb1ceda5,6.49E+39,1,Irrigated rice winter,1,0.5,1500,3,MATAM,DABIA,KOBILO DIADIABE,15.92809667,-13.52407333
uuid:f5e304e7-df00-4b83-94af-b0ea4c3a6a8c,6.55E+39,1,Irrigated rice winter,1,1,350,0.35,GOUDOMP,DJIBANAR,BIRKAMA,12.56024167,-15.839445
uuid:6f7330b1-7372-4ab0-bd3b-5eb55f7498a2,6.67E+39,1,Irrigated rice winter,1,1,5880,5.88,PODOR,DOUNGA-LAO,AWQUALY (THIEWEL),16.25030167,-14.31495667
uuid:693be5f1-5203-4a33-86ab-049329235710,6.93E+39,1,Irrigated rice winter,1,0.3,400,1.333333333,DAGANA,MBANE,Keur Mbay Nar,16.476505,-15.59618667
uuid:f9efd73b-1913-4aa0-a199-11b944116d6e,6.96E+39,1,Irrigated rice winter,1,0.5,2500,5,PODOR,DODEL,THIENEL SAKHOBES,16.59850333,-14.924125
uuid:712de0f0-8de2-4f43-92ee-46152b15d33e,7.12E+39,1,Irrigated rice winter,1,0.5,2400,4.8,PODOR,FANAYE,FORAGE WENDOU OLDOU,16.36427667,-14.99691
uuid:7f42e5c8-809c-4559-ab11-c83eeefd2b7f,7.64E+39,1,Irrigated rice winter,1,0.7,2500,3.571428571,MATAM,DABIA,SARE LIOU,15.92101667,-13.53211833
uuid:786f32c4-f24d-46af-a26a-4b9a421585ea,7.87E+39,1,Irrigated rice winter,1,0.7,2500,3.571428571,MATAM,DABIA,H1 PARIS LIOU,15.925785,-13.52527333
uuid:8a8c08f1-c054-4f4e-b197-bae0871abbd1,8.18E+39,1,Irrigated rice winter,1,0.7,2000,2.857142857,MATAM,DABIA,KOBILO DIADIABE,15.92736833,-13.52760167
uuid:8593517d-f8ae-4c4b-baff-b55de57ed536,8.59E+39,1,Irrigated rice winter,1,1,3000,3,MATAM,DABIA,KOBILO DIADIABE,15.92805,-13.52591167
uuid:8646ec37-cfd2-4977-8ab3-5d3d83e4c945,8.65E+39,1,Irrigated rice winter,1,0.42,1920,4.571428571,DAGANA,BOKHOL,BOKHOL,16.52239333,-15.40174
uuid:936d4319-bde1-4fbc-9158-d80e42d964b0,9.36E+39,1,Irrigated rice winter,1,0.25,2500,10,PODOR,BOKE DIALLOUBE,GADIOBE,16.11648333,-13.96268833
uuid:9dccc379-e244-4e53-b7dd-52513a0fe4f9,9.43E+39,1,Irrigated rice winter,1,1.2,7884,6.57,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.52275667,-14.86854167
uuid:976030c2-93aa-4f9c-a3f0-df9369ad8024,9.76E+39,1,Irrigated rice winter,1,0.62,400,0.6451612903,DAGANA,MBANE,Keur Mbay Nar,16.47643833,-15.598125
uuid:99542020-c49e-42a4-a353-e08a08e09c72,9.95E+39,1,Irrigated rice winter,1,1,1250,1.25,MATAM,NABADJI-CIVOL,H2 GOUREL DEMBA RACINE,15.84020333,-13.30672167
uuid:735d7a89-c61a-40b8-8a3a-66d008dcbbbd,7.35E+39,1,Irrigated rice winter,1,0.5,400,0.8,FOUNDIOUGNE,NIORO ALASSANE TALL,PAKALA,13.74782167,-16.35759333
uuid:e7935cc7-a65a-4f05-9cc3-be6ac3fe3bb4,5.79E+39,1,Irrigated rice winter,1,0.4,370,0.925,FOUNDIOUGNE,NIORO ALASSANE TALL,PAKALA,13.747775,-16.35763333
uuid:2b2335ec-3fc2-4d42-b582-953c8585a2a3,2.22E+39,1,Irrigated rice winter,1,2,1000,0.5,VELINGARA,PAKOUR,PAKOUR,12.76049167,-13.95937833
uuid:313b4eed-3335-438a-aa30-6153ceab60ea,3.13E+39,1,Irrigated rice winter,1,1,50,0.05,FOUNDIOUGNE,TOUBACOUTA,SANTAMBA,13.73929667,-16.42682833
uuid:3e7c7138-1f9f-4620-bcd5-93a96aea07ce,3.57E+39,1,Irrigated rice winter,1,2,400,0.2,FOUNDIOUGNE,TOUBACOUTA,NDOUMBOUDJI,13.745925,-16.43266833
uuid:1367df7e-a341-46d6-a6c2-a2d25dddcd82,1.37E+39,1,Irrigated rice winter,3,0.4,2300,5.75,MATAM,BOKIDIAWE,DOUMGA RINDIAO,15.86577167,-13.46716
uuid:0520b355-cdbb-4c49-b242-a2e03f1d5925,5.20E+38,1,Irrigated rice winter,1,1,3500,3.5,MATAM,NABADJI-CIVOL,H1 BASSOUDJ,15.79317,-13.28795167
uuid:7d78101d-2913-4fde-8d33-cfd361506c3e,7.48E+39,1,Irrigated rice winter,1,1.5,4320,2.88,PODOR,NDIAYENE PENDAO,H9 KODITH NDIANDANE,16.59052333,-14.96469
uuid:9c5872ee-363d-4d19-a63a-56d4cdf92853,9.36E+39,1,Irrigated rice winter,1,1,4752,4.752,PODOR,NDIAYENE PENDAO,H9 KODITH NDIANDANE,16.590335,-14.96545167
uuid:c13146cf-4164-4046-9008-f892dcc534e1,3.13E+39,1,Irrigated rice winter,1,0.4,1000,2.5,PODOR,MBOLO BIRANE,GANGUEL,16.0938,-13.840445
uuid:c9802337-899c-4027-8a8a-9d72a67da288,3.98E+39,1,Irrigated rice winter,1,0.5,2000,4,PODOR,NDIAYENE PENDAO,NDIAYENNE PENDAO,16.50410833,-15.04646333
uuid:f0ae6210-0819-4eb2-b6ae-2fb475085c01,6.02E+39,1,Irrigated rice winter,1,0.7,4845,6.921428571,DAGANA,DIAMA,BIFFECHE,16.17113167,-16.30659333
uuid:b2851d96-c0de-4359-85db-75d0022974b3,2.29E+39,1,Irrigated rice winter,1,0.7,3500,5,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.83058833,-13.45547333
uuid:1c7082a7-6473-4c5a-a799-3bdd4ad855f1,1.37E+39,1,Irrigated rice winter,1,0.7,2350,3.357142857,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.884065,-13.49498167
uuid:efe31bd7-131c-4ac1-937d-37b07ecb1b6f,5.65E+39,1,Irrigated rice winter,1,1,100,0.1,VELINGARA,OUASSADOU,MEDINA POUSSANG,12.718925,-14.19470333
uuid:96206f19-e1dc-4632-a82d-0d6949451a34,9.62E+39,1,Irrigated rice winter,1,1.4,10500,7.5,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.88405333,-13.49560333
uuid:1367df7e-a341-46d6-a6c2-a2d25dddcd82,1.37E+39,1,Irrigated rice winter,3,0.6,2250,3.75,MATAM,BOKIDIAWE,DOUMGA RINDIAO,15.86577167,-13.46716
uuid:137695df-6148-445c-95dd-06634a702679,1.38E+39,1,Irrigated rice winter,1,1,3000,3,BIGNONA,SINDIAN,SINDIAN,12.96353833,-16.18085667
uuid:1516753d-c77c-42c0-8688-8e4b71c663c2,1.52E+39,1,Irrigated rice winter,1,5,1000,0.2,FOUNDIOUGNE,TOUBACOUTA,BETTENTY,13.69119833,-16.63135333
uuid:1f8b874f-81b4-41a7-810c-c85d3b815a2f,1.68E+39,1,Irrigated rice winter,2,1.4,4800,3.428571429,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.60934,-13.32031333
uuid:2019ceb7-96dd-4385-989a-9b50a61182f2,2.02E+39,1,Irrigated rice winter,1,0.7,4500,6.428571429,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.67802333,-13.33943833
uuid:b0f45698-26ed-4aa0-804d-60f765e5bed6,2.06E+39,1,Irrigated rice winter,1,1,150,0.15,FOUNDIOUGNE,TOUBACOUTA,BETTENTY,13.691465,-16.63233167
uuid:b23522cf-e663-424e-9e42-44b3a1ab36e4,2.24E+39,1,Irrigated rice winter,1,1,125,0.125,FOUNDIOUGNE,TOUBACOUTA,BETTENTY,13.69452,-16.63246167
uuid:33048b5a-b218-4da7-82cb-aecc5370a26e,3.30E+39,1,Irrigated rice winter,1,1.4,5000,3.571428571,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.83055,-13.45542167
uuid:cebc5dcf-83be-44d9-b9ed-0f4686169b77,3.52E+39,1,Irrigated rice winter,1,0.5,2100,4.2,MATAM,NABADJI-CIVOL,H1 BASSOUDJ,15.79244833,-13.28828
uuid:4ab9d564-e270-4ec8-868c-88fc6e132738,4.13E+39,1,Irrigated rice winter,1,1,150,0.15,FOUNDIOUGNE,TOUBACOUTA,BETTENTY,13.69343,-16.63134167
uuid:0520b355-cdbb-4c49-b242-a2e03f1d5925,5.20E+38,1,Irrigated rice winter,1,1,400,0.4,MATAM,NABADJI-CIVOL,H1 BASSOUDJ,15.79317,-13.28795167
uuid:e848e1b2-532a-4079-ac23-405c3cc7bce6,5.85E+39,1,Irrigated rice winter,1,0.7,4000,5.714285714,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.60884667,-13.31986333
uuid:fb05dd59-b686-467e-a128-bc7176823c00,6.21E+39,1,Irrigated rice winter,1,1,1800,1.8,MATAM,NABADJI-CIVOL,H1 BASSOUDJ,15.79343833,-13.28825833
uuid:fb802901-3586-4f3c-9e90-a73d34ee7f4e,6.28E+39,1,Irrigated rice winter,1,1,1000,1,MATAM,NABADJI-CIVOL,H2 GOUREL DEMBA RACINE,15.84024,-13.306805
uuid:fed9625d-9d8b-4b3e-947c-829d570314ba,6.55E+39,1,Irrigated rice winter,1,0.5,3500,7,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.60923333,-13.320665
uuid:f5588414-9a15-4baa-83f3-865bee51b800,6.56E+39,1,Irrigated rice winter,1,0.25,1350,5.4,PODOR,BOKE DIALLOUBE,GADIOBE,16.11790167,-13.96337333
uuid:7225baea-ebbf-49c4-b05f-559b947ba3f3,7.23E+39,1,Irrigated rice winter,1,0.8,800,1,FOUNDIOUGNE,TOUBACOUTA,BETTENTY,13.76081,-16.27631833
uuid:7b450298-5196-46f7-b7b5-3d9affdc2c7b,7.25E+39,1,Irrigated rice winter,1,0.7,3500,5,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.60878667,-13.32038833
uuid:869ca1cc-c55f-4131-bd25-e46720532868,8.69E+39,1,Irrigated rice winter,2,0.7,3900,5.571428571,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.60914833,-13.32044
uuid:88e65a55-1430-40c8-817a-d15b7bfc50e2,8.86E+39,1,Irrigated rice winter,1,1,1620,1.62,MATAM,NABADJI-CIVOL,H1 BASSOUDJ,15.79272167,-13.288185