ISO3,Country,Region,Service Type,Year,Coverage,Service level
SEN,Senegal,Louga,Sanitation,2009,0,Limited service
SEN,Senegal,Louga,Sanitation,2009,0,Open defecation
SEN,Senegal,Louga,Drinking water,2009,0.45992,Surface water
SEN,Senegal,Louga,Drinking water,2009,14.45334,Unimproved
SEN,Senegal,Louga,Sanitation,2009,0,Unimproved
SEN,Senegal,Matam,Drinking water,2009,65.09607,At least basic
SEN,Senegal,Matam,Sanitation,2009,0,At least basic
SEN,Senegal,Matam,Drinking water,2009,0.99131,Limited service
SEN,Senegal,Matam,Sanitation,2009,0,Limited service
SEN,Senegal,Matam,Sanitation,2009,0,Open defecation
SEN,Senegal,Matam,Drinking water,2009,5.2806,Surface water
SEN,Senegal,Matam,Drinking water,2009,28.63202,Unimproved
SEN,Senegal,Matam,Sanitation,2009,0,Unimproved
SEN,Senegal,Saint-Louis,Drinking water,2009,72.36534,At least basic
SEN,Senegal,Saint-Louis,Sanitation,2009,0,At least basic
SEN,Senegal,Saint-Louis,Drinking water,2009,7.68481,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2009,0,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2009,0,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2009,13.01073,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2009,6.93912,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2009,0,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2009,38.25461,At least basic
SEN,Senegal,Tambacounda,Sanitation,2009,0,At least basic
SEN,Senegal,Tambacounda,Drinking water,2009,1.63549,Limited service
SEN,Senegal,Tambacounda,Sanitation,2009,0,Limited service
SEN,Senegal,Tambacounda,Sanitation,2009,0,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2009,3.49907,Surface water
SEN,Senegal,Tambacounda,Drinking water,2009,56.61083,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2009,0,Unimproved
SEN,Senegal,ThièS,Drinking water,2009,60.95083,At least basic
SEN,Senegal,ThièS,Sanitation,2009,0,At least basic
SEN,Senegal,ThièS,Drinking water,2009,2.80527,Limited service
SEN,Senegal,ThièS,Sanitation,2009,0,Limited service
SEN,Senegal,ThièS,Sanitation,2009,0,Open defecation
SEN,Senegal,ThièS,Drinking water,2009,0,Surface water
SEN,Senegal,ThièS,Drinking water,2009,36.2439,Unimproved
SEN,Senegal,ThièS,Sanitation,2009,0,Unimproved
SEN,Senegal,Ziguinchor,Drinking water,2009,33.17873,At least basic
SEN,Senegal,Ziguinchor,Sanitation,2009,0,At least basic
SEN,Senegal,Ziguinchor,Drinking water,2009,3.48285,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2009,0,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2009,0,Open defecation
SEN,Senegal,Ziguinchor,Drinking water,2009,0,Surface water
SEN,Senegal,Ziguinchor,Drinking water,2009,63.33843,Unimproved
SEN,Senegal,Ziguinchor,Sanitation,2009,0,Unimproved
SEN,Senegal,Dakar,Drinking water,2006,98.81198,At least basic
SEN,Senegal,Dakar,Sanitation,2006,68.41112,At least basic
SEN,Senegal,Dakar,Drinking water,2006,0.49654,Limited service
SEN,Senegal,Dakar,Sanitation,2006,29.82983,Limited service
SEN,Senegal,Dakar,Sanitation,2006,0.61081,Open defecation
SEN,Senegal,Dakar,Drinking water,2006,0,Surface water
SEN,Senegal,Dakar,Drinking water,2006,0.69148,Unimproved
SEN,Senegal,Dakar,Sanitation,2006,1.14825,Unimproved
SEN,Senegal,Diourbel,Drinking water,2006,77.38978,At least basic
SEN,Senegal,Diourbel,Sanitation,2006,63.10027,At least basic
SEN,Senegal,Diourbel,Drinking water,2006,2.47583,Limited service
SEN,Senegal,Diourbel,Sanitation,2006,7.22225,Limited service
SEN,Senegal,Diourbel,Sanitation,2006,19.30393,Open defecation
SEN,Senegal,Diourbel,Drinking water,2006,0,Surface water
SEN,Senegal,Diourbel,Drinking water,2006,20.13439,Unimproved
SEN,Senegal,Diourbel,Sanitation,2006,10.37355,Unimproved
SEN,Senegal,Fatick,Drinking water,2006,44.19468,At least basic
SEN,Senegal,Fatick,Sanitation,2006,34.33932,At least basic
SEN,Senegal,Fatick,Drinking water,2006,4.63922,Limited service
SEN,Senegal,Fatick,Sanitation,2006,9.38292,Limited service
SEN,Senegal,Fatick,Sanitation,2006,48.90512,Open defecation
SEN,Senegal,Fatick,Drinking water,2006,0,Surface water
SEN,Senegal,Fatick,Drinking water,2006,51.1661,Unimproved
SEN,Senegal,Fatick,Sanitation,2006,7.37264,Unimproved
SEN,Senegal,Kaolack,Drinking water,2006,72.23719,At least basic
SEN,Senegal,Kaolack,Sanitation,2006,35.64873,At least basic
SEN,Senegal,Kaolack,Drinking water,2006,6.11117,Limited service
SEN,Senegal,Kaolack,Sanitation,2006,19.17728,Limited service
SEN,Senegal,Kaolack,Sanitation,2006,28.247,Open defecation
SEN,Senegal,Kaolack,Drinking water,2006,0,Surface water
SEN,Senegal,Kaolack,Drinking water,2006,21.65164,Unimproved
SEN,Senegal,Kaolack,Sanitation,2006,16.92699,Unimproved
SEN,Senegal,Kolda,Drinking water,2006,18.24324,At least basic
SEN,Senegal,Kolda,Sanitation,2006,36.50873,At least basic
SEN,Senegal,Kolda,Drinking water,2006,0.93998,Limited service
SEN,Senegal,Kolda,Sanitation,2006,12.25531,Limited service
SEN,Senegal,Kolda,Sanitation,2006,7.59927,Open defecation
SEN,Senegal,Kolda,Drinking water,2006,0,Surface water
SEN,Senegal,Kolda,Drinking water,2006,80.81678,Unimproved
SEN,Senegal,Kolda,Sanitation,2006,43.63669,Unimproved
SEN,Senegal,Louga,Drinking water,2006,77.93422,At least basic
SEN,Senegal,Louga,Sanitation,2006,60.76734,At least basic
SEN,Senegal,Louga,Drinking water,2006,7.23979,Limited service
SEN,Senegal,Louga,Sanitation,2006,9.01356,Limited service
SEN,Senegal,Louga,Sanitation,2006,26.36585,Open defecation
SEN,Senegal,Louga,Drinking water,2006,0,Surface water
SEN,Senegal,Louga,Drinking water,2006,14.82599,Unimproved
SEN,Senegal,Louga,Sanitation,2006,3.85324,Unimproved
SEN,Senegal,Matam,Drinking water,2006,57.13536,At least basic
SEN,Senegal,Matam,Sanitation,2006,34.4292,At least basic
SEN,Senegal,Matam,Drinking water,2006,0.87008,Limited service
SEN,Senegal,Matam,Sanitation,2006,11.92562,Limited service
SEN,Senegal,Matam,Sanitation,2006,36.88869,Open defecation
SEN,Senegal,Matam,Drinking water,2006,1.18224,Surface water
SEN,Senegal,Matam,Drinking water,2006,40.81232,Unimproved
SEN,Senegal,Matam,Sanitation,2006,16.7565,Unimproved
SEN,Senegal,Saint-Louis,Drinking water,2006,76.51638,At least basic
SEN,Senegal,Saint-Louis,Sanitation,2006,51.07979,At least basic
SEN,Senegal,Saint-Louis,Drinking water,2006,8.12563,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2006,13.25769,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2006,24.01843,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2006,1.38851,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2006,13.96948,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2006,11.64408,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2006,34.2601,At least basic
SEN,Senegal,Tambacounda,Sanitation,2006,42.33936,At least basic
SEN,Senegal,Tambacounda,Drinking water,2006,1.46472,Limited service
SEN,Senegal,Tambacounda,Sanitation,2006,4.61076,Limited service
SEN,Senegal,Tambacounda,Sanitation,2006,26.30559,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2006,0.87651,Surface water
SEN,Senegal,Tambacounda,Drinking water,2006,63.39868,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2006,26.74428,Unimproved
SEN,Senegal,ThièS,Drinking water,2006,84.54051,At least basic
SEN,Senegal,ThièS,Sanitation,2006,62.83258,At least basic
SEN,Senegal,ThièS,Drinking water,2006,3.89099,Limited service
SEN,Senegal,ThièS,Sanitation,2006,12.68297,Limited service
SEN,Senegal,ThièS,Sanitation,2006,16.9839,Open defecation
SEN,Senegal,ThièS,Drinking water,2006,0,Surface water
SEN,Senegal,ThièS,Drinking water,2006,11.5685,Unimproved
SEN,Senegal,ThièS,Sanitation,2006,7.50054,Unimproved
SEN,Senegal,Zuguinchor,Drinking water,2006,16.87812,At least basic
SEN,Senegal,Zuguinchor,Sanitation,2006,35.39679,At least basic
SEN,Senegal,Zuguinchor,Drinking water,2006,1.77174,Limited service
SEN,Senegal,Zuguinchor,Sanitation,2006,16.85361,Limited service
SEN,Senegal,Zuguinchor,Sanitation,2006,19.82434,Open defecation
SEN,Senegal,Zuguinchor,Drinking water,2006,0,Surface water
SEN,Senegal,Zuguinchor,Drinking water,2006,81.35014,Unimproved
SEN,Senegal,Zuguinchor,Sanitation,2006,27.92527,Unimproved
SEN,Senegal,Dakar,Drinking water,2005,96.30987,At least basic
SEN,Senegal,Dakar,Sanitation,2005,54.76937,At least basic
SEN,Senegal,Dakar,Hygiene,2005,58.0532,Basic service
SEN,Senegal,Dakar,Drinking water,2005,3.18008,Limited service
SEN,Senegal,Dakar,Hygiene,2005,31.26493,Limited service
SEN,Senegal,Dakar,Sanitation,2005,26.3921,Limited service
SEN,Senegal,Dakar,Hygiene,2005,10.68188,No handwashing facility
SEN,Senegal,Dakar,Sanitation,2005,1.83143,Open defecation
SEN,Senegal,Dakar,Drinking water,2005,0,Surface water
SEN,Senegal,Dakar,Drinking water,2005,0.51005,Unimproved
SEN,Senegal,Dakar,Sanitation,2005,17.0071,Unimproved
SEN,Senegal,Diourbel,Drinking water,2005,73.86128,At least basic
SEN,Senegal,Diourbel,Sanitation,2005,40.91782,At least basic
SEN,Senegal,Diourbel,Hygiene,2005,61.39075,Basic service
SEN,Senegal,Diourbel,Drinking water,2005,6.02989,Limited service
SEN,Senegal,Diourbel,Hygiene,2005,24.29964,Limited service
SEN,Senegal,Diourbel,Sanitation,2005,4.80351,Limited service
SEN,Senegal,Diourbel,Hygiene,2005,14.30961,No handwashing facility
SEN,Senegal,Diourbel,Sanitation,2005,31.60471,Open defecation
SEN,Senegal,Diourbel,Drinking water,2005,0,Surface water
SEN,Senegal,Diourbel,Drinking water,2005,20.10884,Unimproved
SEN,Senegal,Diourbel,Sanitation,2005,22.67396,Unimproved
SEN,Senegal,Fatick,Drinking water,2005,35.20707,At least basic
SEN,Senegal,Fatick,Sanitation,2005,18.325,At least basic
SEN,Senegal,Fatick,Hygiene,2005,34.95651,Basic service
SEN,Senegal,Fatick,Drinking water,2005,8.0559,Limited service
SEN,Senegal,Fatick,Hygiene,2005,58.02797,Limited service
SEN,Senegal,Fatick,Sanitation,2005,9.76594,Limited service
SEN,Senegal,Fatick,Hygiene,2005,7.01552,No handwashing facility
SEN,Senegal,Fatick,Sanitation,2005,53.14196,Open defecation
SEN,Senegal,Fatick,Drinking water,2005,0.11123,Surface water
SEN,Senegal,Fatick,Drinking water,2005,56.6258,Unimproved
SEN,Senegal,Fatick,Sanitation,2005,18.7671,Unimproved
SEN,Senegal,Kaolack,Drinking water,2005,56.83648,At least basic
SEN,Senegal,Kaolack,Sanitation,2005,20.66346,At least basic
SEN,Senegal,Kaolack,Hygiene,2005,28.17164,Basic service
SEN,Senegal,Kaolack,Drinking water,2005,10.51241,Limited service
SEN,Senegal,Kaolack,Hygiene,2005,54.26119,Limited service
SEN,Senegal,Kaolack,Sanitation,2005,6.90038,Limited service
SEN,Senegal,Kaolack,Hygiene,2005,17.56717,No handwashing facility
SEN,Senegal,Kaolack,Sanitation,2005,34.72241,Open defecation
SEN,Senegal,Kaolack,Drinking water,2005,0,Surface water
SEN,Senegal,Kaolack,Drinking water,2005,32.65111,Unimproved
SEN,Senegal,Kaolack,Sanitation,2005,37.71375,Unimproved
SEN,Senegal,Kolda,Drinking water,2005,15.95592,At least basic
SEN,Senegal,Kolda,Sanitation,2005,6.55865,At least basic
SEN,Senegal,Kolda,Hygiene,2005,7.57962,Basic service
SEN,Senegal,Kolda,Drinking water,2005,0.88791,Limited service
SEN,Senegal,Kolda,Hygiene,2005,64.50646,Limited service
SEN,Senegal,Kolda,Sanitation,2005,1.8799,Limited service
SEN,Senegal,Kolda,Hygiene,2005,27.91392,No handwashing facility
SEN,Senegal,Kolda,Sanitation,2005,11.85343,Open defecation
SEN,Senegal,Kolda,Drinking water,2005,0,Surface water
SEN,Senegal,Kolda,Drinking water,2005,83.15617,Unimproved
SEN,Senegal,Kolda,Sanitation,2005,79.70802,Unimproved
SEN,Senegal,Louga,Drinking water,2005,58.01125,At least basic
SEN,Senegal,Louga,Sanitation,2005,34.79345,At least basic
SEN,Senegal,Louga,Hygiene,2005,57.24756,Basic service
SEN,Senegal,Louga,Drinking water,2005,20.94305,Limited service
SEN,Senegal,Louga,Hygiene,2005,21.2065,Limited service
SEN,Senegal,Louga,Sanitation,2005,3.12169,Limited service
SEN,Senegal,Louga,Hygiene,2005,21.54594,No handwashing facility
SEN,Senegal,Louga,Sanitation,2005,35.33745,Open defecation
SEN,Senegal,Louga,Drinking water,2005,0,Surface water
SEN,Senegal,Louga,Drinking water,2005,21.04571,Unimproved
SEN,Senegal,Louga,Sanitation,2005,26.74741,Unimproved
SEN,Senegal,Matam,Sanitation,2005,24.56487,At least basic
SEN,Senegal,Matam,Hygiene,2005,31.90557,Basic service
SEN,Senegal,Matam,Hygiene,2005,46.67432,Limited service
SEN,Senegal,Matam,Sanitation,2005,4.67673,Limited service
SEN,Senegal,Matam,Hygiene,2005,21.42011,No handwashing facility
SEN,Senegal,Matam,Sanitation,2005,27.43034,Open defecation
SEN,Senegal,Matam,Sanitation,2005,43.32806,Unimproved
SEN,Senegal,Saint-Louis,Drinking water,2005,72.2102,At least basic
SEN,Senegal,Saint-Louis,Sanitation,2005,38.16699,At least basic
SEN,Senegal,Saint-Louis,Hygiene,2005,55.79524,Basic service
SEN,Senegal,Saint-Louis,Drinking water,2005,2.02355,Limited service
SEN,Senegal,Saint-Louis,Hygiene,2005,32.09399,Limited service
SEN,Senegal,Saint-Louis,Sanitation,2005,11.74314,Limited service
SEN,Senegal,Saint-Louis,Hygiene,2005,12.11077,No handwashing facility
SEN,Senegal,Saint-Louis,Sanitation,2005,17.13397,Open defecation
SEN,Senegal,Saint-Louis,Drinking water,2005,8.30942,Surface water
SEN,Senegal,Saint-Louis,Drinking water,2005,17.45682,Unimproved
SEN,Senegal,Saint-Louis,Sanitation,2005,32.95589,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2005,33.16314,At least basic
SEN,Senegal,Tambacounda,Sanitation,2005,18.2529,At least basic
SEN,Senegal,Tambacounda,Hygiene,2005,21.12802,Basic service
SEN,Senegal,Tambacounda,Drinking water,2005,8.0189,Limited service
SEN,Senegal,Tambacounda,Hygiene,2005,67.62254,Limited service
SEN,Senegal,Tambacounda,Sanitation,2005,1.47698,Limited service
SEN,Senegal,Tambacounda,Hygiene,2005,11.24944,No handwashing facility
SEN,Senegal,Tambacounda,Sanitation,2005,31.13049,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2005,2.62762,Surface water
SEN,Senegal,Tambacounda,Drinking water,2005,56.19034,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2005,49.13963,Unimproved
SEN,Senegal,ThièS,Drinking water,2005,76.41627,At least basic
SEN,Senegal,ThièS,Sanitation,2005,44.69421,At least basic
SEN,Senegal,ThièS,Hygiene,2005,55.52603,Basic service
SEN,Senegal,ThièS,Drinking water,2005,4.06754,Limited service
SEN,Senegal,ThièS,Hygiene,2005,36.75782,Limited service
SEN,Senegal,ThièS,Sanitation,2005,13.85595,Limited service
SEN,Senegal,ThièS,Hygiene,2005,7.71615,No handwashing facility
SEN,Senegal,ThièS,Sanitation,2005,24.0896,Open defecation
SEN,Senegal,ThièS,Drinking water,2005,0,Surface water
SEN,Senegal,ThièS,Drinking water,2005,19.5162,Unimproved
SEN,Senegal,ThièS,Sanitation,2005,17.36024,Unimproved
SEN,Senegal,Zuguinchor,Drinking water,2005,32.28267,At least basic
SEN,Senegal,Zuguinchor,Sanitation,2005,17.50372,At least basic
SEN,Senegal,Zuguinchor,Hygiene,2005,16.18307,Basic service
SEN,Senegal,Zuguinchor,Drinking water,2005,0.63679,Limited service
SEN,Senegal,Zuguinchor,Hygiene,2005,48.82935,Limited service
SEN,Senegal,Zuguinchor,Sanitation,2005,10.23205,Limited service
SEN,Senegal,Zuguinchor,Hygiene,2005,34.98757,No handwashing facility
SEN,Senegal,Zuguinchor,Sanitation,2005,11.39734,Open defecation
SEN,Senegal,Zuguinchor,Drinking water,2005,0,Surface water
SEN,Senegal,Zuguinchor,Drinking water,2005,67.08053,Unimproved
SEN,Senegal,Zuguinchor,Sanitation,2005,60.86689,Unimproved
SEN,Senegal,Dakar,Drinking water,2000,90.24215,At least basic
SEN,Senegal,Dakar,Sanitation,2000,57.53164,At least basic
SEN,Senegal,Dakar,Drinking water,2000,2.97973,Limited service
SEN,Senegal,Dakar,Sanitation,2000,27.72317,Limited service
SEN,Senegal,Dakar,Sanitation,2000,4.13352,Open defecation
SEN,Senegal,Dakar,Drinking water,2000,0,Surface water
SEN,Senegal,Dakar,Drinking water,2000,6.77813,Unimproved
SEN,Senegal,Dakar,Sanitation,2000,10.61167,Unimproved
SEN,Senegal,Diourbel,Drinking water,2000,72.44405,At least basic
SEN,Senegal,Diourbel,Sanitation,2000,43.34439,At least basic
SEN,Senegal,Diourbel,Drinking water,2000,5.91419,Limited service
SEN,Senegal,Diourbel,Sanitation,2000,5.08837,Limited service
SEN,Senegal,Diourbel,Sanitation,2000,37.44029,Open defecation
SEN,Senegal,Diourbel,Drinking water,2000,0,Surface water
SEN,Senegal,Diourbel,Drinking water,2000,21.64176,Unimproved
SEN,Senegal,Diourbel,Sanitation,2000,14.12694,Unimproved
SEN,Senegal,Fatick,Drinking water,2000,42.7249,At least basic
SEN,Senegal,Fatick,Sanitation,2000,17.14349,At least basic
SEN,Senegal,Fatick,Drinking water,2000,9.7761,Limited service
SEN,Senegal,Fatick,Sanitation,2000,9.13628,Limited service
SEN,Senegal,Fatick,Sanitation,2000,55.24986,Open defecation
SEN,Senegal,Fatick,Drinking water,2000,0,Surface water
SEN,Senegal,Fatick,Drinking water,2000,47.49901,Unimproved
SEN,Senegal,Fatick,Sanitation,2000,18.47038,Unimproved
SEN,Senegal,Kaolack,Drinking water,2000,42.29593,At least basic
SEN,Senegal,Kaolack,Sanitation,2000,30.58364,At least basic
SEN,Senegal,Kaolack,Drinking water,2000,7.82301,Limited service
SEN,Senegal,Kaolack,Sanitation,2000,10.21314,Limited service
SEN,Senegal,Kaolack,Sanitation,2000,36.99798,Open defecation
SEN,Senegal,Kaolack,Drinking water,2000,0.23302,Surface water
SEN,Senegal,Kaolack,Drinking water,2000,49.64805,Unimproved
SEN,Senegal,Kaolack,Sanitation,2000,22.20524,Unimproved
SEN,Senegal,Kolda,Drinking water,2000,26.07824,At least basic
SEN,Senegal,Kolda,Sanitation,2000,33.45512,At least basic
SEN,Senegal,Kolda,Drinking water,2000,1.4512,Limited service
SEN,Senegal,Kolda,Sanitation,2000,9.5892,Limited service
SEN,Senegal,Kolda,Sanitation,2000,20.2146,Open defecation
SEN,Senegal,Kolda,Drinking water,2000,0,Surface water
SEN,Senegal,Kolda,Drinking water,2000,72.47056,Unimproved
SEN,Senegal,Kolda,Sanitation,2000,36.74108,Unimproved
SEN,Senegal,Louga,Drinking water,2000,56.86058,At least basic
SEN,Senegal,Louga,Sanitation,2000,38.34051,At least basic
SEN,Senegal,Louga,Drinking water,2000,20.52764,Limited service
SEN,Senegal,Louga,Sanitation,2000,3.43994,Limited service
SEN,Senegal,Louga,Sanitation,2000,38.21456,Open defecation
SEN,Senegal,Louga,Drinking water,2000,0,Surface water
SEN,Senegal,Louga,Drinking water,2000,22.61178,Unimproved
SEN,Senegal,Louga,Sanitation,2000,20.00499,Unimproved
SEN,Senegal,Saint Louis,Drinking water,2000,62.79093,At least basic
SEN,Senegal,Saint Louis,Sanitation,2000,41.76061,At least basic
SEN,Senegal,Saint Louis,Drinking water,2000,1.7596,Limited service
SEN,Senegal,Saint Louis,Sanitation,2000,12.84882,Limited service
SEN,Senegal,Saint Louis,Sanitation,2000,19.51453,Open defecation
SEN,Senegal,Saint Louis,Drinking water,2000,12.34993,Surface water
SEN,Senegal,Saint Louis,Drinking water,2000,23.09954,Unimproved
SEN,Senegal,Saint Louis,Sanitation,2000,25.87604,Unimproved
SEN,Senegal,Tambacounda,Drinking water,2000,38.27781,At least basic
SEN,Senegal,Tambacounda,Sanitation,2000,35.34254,At least basic
SEN,Senegal,Tambacounda,Drinking water,2000,9.25564,Limited service
SEN,Senegal,Tambacounda,Sanitation,2000,2.85982,Limited service
SEN,Senegal,Tambacounda,Sanitation,2000,35.11858,Open defecation
SEN,Senegal,Tambacounda,Drinking water,2000,10.91473,Surface water
SEN,Senegal,Tambacounda,Drinking water,2000,41.55182,Unimproved
SEN,Senegal,Tambacounda,Sanitation,2000,26.67906,Unimproved
SEN,Senegal,Thies,Drinking water,2000,65.83582,At least basic
SEN,Senegal,Thies,Sanitation,2000,39.50053,At least basic
SEN,Senegal,Thies,Drinking water,2000,3.50435,Limited service
SEN,Senegal,Thies,Sanitation,2000,12.24582,Limited service
SEN,Senegal,Thies,Sanitation,2000,31.82283,Open defecation
SEN,Senegal,Thies,Drinking water,2000,0,Surface water
SEN,Senegal,Thies,Drinking water,2000,30.65983,Unimproved
SEN,Senegal,Thies,Sanitation,2000,16.43082,Unimproved
SEN,Senegal,Ziguinchor,Drinking water,2000,37.51876,At least basic
SEN,Senegal,Ziguinchor,Sanitation,2000,34.20364,At least basic
SEN,Senegal,Ziguinchor,Drinking water,2000,0.74008,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2000,19.99422,Limited service
SEN,Senegal,Ziguinchor,Sanitation,2000,11.06134,Open defecation
SEN,Senegal,Ziguinchor,Drinking water,2000,0,Surface water
SEN,Senegal,Ziguinchor,Drinking water,2000,61.74116,Unimproved
SEN,Senegal,Ziguinchor,Sanitation,2000,34.74079,Unimproved
